	N1_1	N2_1	N3_1	N4_1	N5_1	N7_1	N9_1	N11_1	N13_1	N14_1	N15_1	W1_1	W3_1	W5_1	W6_1	W7_1	W10_1	W11_1	W12_1	W14_1
New.ReferenceOTU22097	0	1	1	1	0	0	3	3	1	0	1	2	2	2	5	2	0	0	1	1
588869	4	3	1	1	0	1	0	0	2	1	0	0	7	3	0	2	0	0	0	1
New.ReferenceOTU7123	0	0	0	1	0	2	6	6	1	6	2	1	0	0	0	1	0	0	0	0
New.ReferenceOTU20303	0	0	0	0	0	0	4	4	6	3	1	0	0	0	1	0	0	0	7	0
43544	0	2	0	6	0	1	0	0	6	1	2	0	5	1	0	0	0	0	1	1
1114921	1	2	0	0	1	0	1	0	10	0	1	2	1	0	4	0	0	0	2	1
New.ReferenceOTU21807	1	0	1	3	0	2	0	3	1	1	1	0	0	0	3	7	1	0	0	2
4424415	0	0	0	0	0	6	7	3	3	3	1	0	1	0	0	0	0	0	0	2
New.ReferenceOTU38663	0	0	0	1	0	2	3	9	2	5	2	0	0	0	0	2	0	0	0	0
26311	7	0	12	2	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1
830659	3	0	0	0	0	0	0	0	0	0	0	0	6	1	0	1	8	2	1	4
16733	0	3	0	4	0	0	0	1	6	3	4	0	2	1	0	0	1	0	1	0
New.ReferenceOTU31825	0	0	0	0	0	3	3	3	1	1	4	1	3	0	1	0	1	3	2	0
New.ReferenceOTU2620	0	0	0	0	0	5	2	3	0	2	3	4	1	0	0	1	1	1	3	0
New.ReferenceOTU9258	8	0	6	0	10	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
New.ReferenceOTU46267	0	4	2	1	0	0	2	0	0	2	5	1	3	0	2	0	1	1	1	1
1132781	2	1	0	1	0	0	0	0	1	4	2	0	0	0	1	2	0	0	7	4
389854	0	0	0	3	0	1	0	0	0	2	0	1	0	0	0	0	0	1	8	9
New.ReferenceOTU18976	0	0	0	1	0	1	4	1	5	2	0	1	1	1	0	3	4	1	0	0
3198356	0	0	1	0	0	0	0	1	0	3	1	0	0	1	0	10	0	0	0	8
4434564	0	2	0	0	0	2	2	1	10	0	2	1	1	0	0	0	1	0	2	1
New.ReferenceOTU41399	0	0	0	0	0	0	2	1	1	2	6	3	0	5	0	0	2	0	1	2
512654	0	5	1	2	1	1	1	1	2	0	5	0	2	1	1	0	0	1	1	0
905743	0	7	2	2	3	0	0	0	1	0	0	0	0	0	2	0	0	0	0	8
300880	4	0	8	1	8	0	1	0	1	0	0	0	0	1	1	0	0	0	0	0
4044599	17	4	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
New.ReferenceOTU18690	0	0	0	2	0	1	3	8	1	3	1	1	0	1	1	2	0	0	0	1
690451	0	1	0	1	0	2	0	2	1	0	1	1	1	3	4	2	1	1	2	2
589946	2	1	2	3	5	0	0	2	1	0	3	1	1	0	0	3	0	0	0	1
201726	0	0	0	1	4	2	0	1	3	1	0	0	1	5	0	1	0	3	1	2
704462	1	5	2	0	1	2	1	0	1	0	2	1	1	0	2	0	0	2	1	3
New.ReferenceOTU28906	0	0	2	1	6	0	0	0	0	0	0	0	0	0	11	5	0	0	0	0
197105	13	7	0	0	0	0	2	0	0	0	0	0	1	0	0	1	0	0	0	1
251255	0	0	1	1	0	4	3	2	4	0	5	0	1	2	1	0	1	0	0	0
692284	2	0	2	5	9	2	0	1	2	0	0	0	0	1	0	0	0	0	0	1
New.ReferenceOTU18882	0	0	0	3	0	3	5	2	4	0	3	0	1	1	0	2	0	0	1	0
788519	0	0	0	1	1	9	2	3	1	1	1	0	0	2	2	1	1	0	0	0
New.ReferenceOTU47200	0	0	1	1	2	2	0	0	0	2	2	0	0	0	4	1	4	1	3	2
New.ReferenceOTU53837	0	0	0	13	0	2	1	2	1	2	2	0	1	0	0	0	1	0	0	0
New.ReferenceOTU52153	2	0	6	1	9	0	0	0	0	0	1	0	2	0	1	3	0	0	0	0
New.ReferenceOTU20522	0	0	0	0	0	3	0	2	1	0	2	3	2	2	0	1	3	2	4	0
147321	15	3	3	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0
New.ReferenceOTU37847	0	0	0	0	0	1	2	1	2	0	0	2	7	1	0	0	4	4	1	0
334320	0	0	0	19	0	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0
818509	1	0	0	4	0	0	0	1	5	0	2	0	3	2	0	0	3	0	2	1
New.ReferenceOTU14436	0	1	0	4	2	1	0	0	0	0	1	0	0	0	0	5	0	0	2	8
1139344	0	0	0	1	0	1	1	1	0	2	0	0	0	0	5	8	0	0	4	1
678109	6	5	6	0	0	1	0	0	0	0	1	0	1	0	1	1	0	1	1	0
New.ReferenceOTU9489	0	0	0	0	0	0	0	1	3	4	2	1	0	1	1	0	0	0	4	7
New.ReferenceOTU4490	0	3	4	1	1	0	0	0	4	1	4	0	0	0	3	0	2	0	0	1
New.ReferenceOTU18372	0	0	0	4	0	3	3	4	3	3	1	1	0	0	1	0	0	0	1	0
581763	0	0	0	3	0	2	1	0	0	9	3	1	0	2	0	1	0	0	2	0
101884	0	0	0	0	0	2	3	11	2	3	2	0	0	0	1	0	0	0	0	0
1122011	0	0	0	0	0	7	0	4	3	1	0	1	1	3	1	0	1	1	1	0
709657	3	1	5	2	6	0	1	0	1	0	0	0	0	1	1	0	0	0	0	3
New.ReferenceOTU48890	0	0	1	0	1	2	1	2	0	3	2	0	1	1	0	0	0	0	3	7
4450317	4	12	0	1	0	0	0	0	1	0	0	4	0	1	0	0	1	0	0	0
New.ReferenceOTU43156	0	0	1	0	0	0	0	0	3	0	0	0	0	1	0	0	2	0	5	12
New.ReferenceOTU1483	0	0	1	0	1	0	0	0	1	0	4	0	0	3	3	0	4	2	2	3
355578	1	10	1	0	0	1	3	1	0	0	0	0	0	1	0	0	0	0	2	4
New.ReferenceOTU58551	1	0	0	5	1	0	3	2	5	2	0	0	2	1	0	0	1	0	0	1
573013	17	1	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
1108830	0	0	1	0	0	2	1	1	0	0	0	0	0	0	2	5	0	0	7	5
New.ReferenceOTU52183	0	0	0	1	0	4	4	5	2	2	0	0	0	0	0	0	0	0	6	0
New.ReferenceOTU5826	3	0	7	0	3	0	1	0	0	2	0	2	0	0	5	0	0	0	0	1
838066	12	0	3	0	3	0	0	0	1	0	0	1	0	0	0	3	0	0	1	0
New.ReferenceOTU313	1	0	5	1	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
New.ReferenceOTU53223	0	0	0	6	0	0	4	1	6	0	1	1	0	0	3	0	1	0	0	1
4307444	6	0	1	4	1	2	1	0	1	1	0	1	1	2	0	3	0	0	0	0
New.ReferenceOTU11784	0	0	0	2	0	3	1	8	1	1	0	6	1	1	0	0	0	0	0	0
4444585	0	2	1	10	0	1	1	0	3	0	3	0	1	1	0	0	0	0	0	1
4415092	0	0	0	2	0	0	1	3	0	12	1	0	0	1	0	0	0	0	0	3
766306	0	0	0	1	0	2	2	0	0	1	1	3	0	2	2	0	0	0	8	1
144675	0	0	0	4	1	2	2	1	1	3	1	1	0	0	0	4	0	0	2	1
1145138	0	9	1	0	0	0	0	1	0	0	2	2	0	1	0	1	1	0	1	4
4470706	1	2	2	1	1	1	0	0	3	0	0	1	2	4	2	1	0	1	1	0
330902	1	0	0	3	0	0	0	6	4	0	1	5	0	0	2	0	0	0	1	0
New.ReferenceOTU26640	2	0	0	0	1	3	2	0	4	0	1	1	3	0	0	0	0	0	2	4
4481624	3	0	1	3	3	0	0	0	1	0	1	0	1	1	1	8	0	0	0	0
4366725	0	0	0	4	0	0	0	0	4	0	1	1	5	4	0	1	0	0	0	3
4317276	0	3	1	0	1	1	1	0	0	1	4	1	8	0	0	0	1	0	1	0
New.ReferenceOTU26823	2	0	1	2	2	0	0	0	0	2	0	1	0	0	7	6	0	0	0	0
New.ReferenceOTU39078	0	0	0	1	0	5	0	1	1	0	2	0	2	0	4	1	0	0	3	3
4348946	2	0	0	1	0	2	2	5	0	1	1	1	0	0	1	0	0	0	3	4
New.ReferenceOTU3999	0	0	0	1	4	1	1	3	0	1	0	0	0	0	5	3	1	1	2	0
4306063	2	10	0	1	2	1	0	0	0	0	0	2	0	0	2	2	0	0	0	1
566025	7	1	1	1	0	0	0	0	1	0	2	0	0	0	1	1	4	3	1	0
4311621	2	4	0	3	0	4	1	0	2	1	1	1	3	0	0	0	0	0	1	0
1111342	0	0	0	0	0	3	7	4	3	1	2	1	0	1	0	0	0	0	0	1
New.ReferenceOTU51056	0	0	2	0	4	0	0	1	0	1	0	0	0	2	0	7	0	2	0	4
306259	3	1	4	4	5	1	0	0	0	0	0	0	0	0	4	1	0	0	0	0
4482377	2	4	0	1	0	0	0	0	8	0	2	1	1	1	0	0	0	1	2	0
102192	0	0	1	0	0	0	0	1	0	1	1	0	1	0	7	7	0	1	0	3
New.ReferenceOTU21822	0	0	0	10	0	1	1	0	1	7	2	0	0	0	0	0	0	0	0	1
4460354	1	0	0	16	0	2	0	0	0	0	2	0	0	0	2	0	0	0	0	0
New.ReferenceOTU35352	0	0	1	0	2	0	0	0	0	0	1	0	0	1	0	4	1	1	6	6
579465	0	0	0	0	2	2	2	2	1	4	2	0	0	0	2	2	0	0	4	0
43052	8	4	3	1	3	1	0	0	0	0	0	0	0	1	2	0	0	0	0	0
296188	8	0	8	0	2	0	0	0	0	0	0	0	0	1	2	2	0	0	0	0
New.ReferenceOTU29260	0	0	0	0	0	6	5	3	2	2	0	0	0	0	1	0	0	0	2	2
563192	1	0	0	3	0	1	0	5	0	1	1	0	0	0	0	5	0	1	2	2
113271	0	2	0	2	0	2	2	2	6	2	2	0	0	0	2	0	0	0	0	0
151596	1	1	3	1	5	2	0	1	0	2	2	2	1	0	0	0	0	0	1	0
771023	0	0	2	1	1	2	1	2	0	0	0	1	0	0	0	2	0	1	3	6
New.ReferenceOTU14918	1	0	0	2	1	1	0	3	0	2	4	1	0	0	2	1	4	0	0	0
4469355	0	1	0	0	0	6	0	2	2	0	2	1	1	0	0	0	0	0	4	3
3396094	2	0	5	1	3	0	0	1	2	0	0	0	1	1	1	5	0	0	0	0
2440554	0	0	0	3	0	1	1	6	2	5	1	1	0	0	0	1	0	0	0	1
254938	0	0	0	3	0	5	5	5	0	1	0	0	0	1	0	0	1	0	1	0
New.ReferenceOTU51647	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	11	10
128171	1	2	1	1	2	0	1	1	3	0	1	0	1	0	3	0	0	0	2	3
New.ReferenceOTU39020	1	0	1	1	1	1	3	1	0	0	2	0	2	3	0	3	1	1	0	1
564557	0	1	3	1	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
New.ReferenceOTU8424	4	0	2	0	10	1	1	0	0	0	0	0	0	0	1	0	0	0	2	1
1128459	0	0	0	1	1	0	0	0	5	0	2	0	0	3	0	1	1	2	0	6
New.ReferenceOTU49143	0	0	0	0	0	0	0	1	5	3	0	0	1	2	1	0	2	0	3	4
183651	6	4	1	0	1	0	0	0	4	0	0	1	4	0	0	1	0	0	0	0
322798	9	1	1	2	4	0	0	2	0	0	1	0	0	0	1	0	0	0	1	0
New.ReferenceOTU43933	0	0	0	1	0	0	5	11	0	2	1	0	0	0	0	0	0	0	2	0
New.ReferenceOTU21005	0	0	0	3	0	4	1	3	0	4	1	0	0	1	2	2	1	0	0	0
New.ReferenceOTU44444	1	1	1	9	0	1	1	0	4	1	0	1	0	0	0	0	0	0	2	0
New.ReferenceOTU56442	0	0	2	1	4	1	0	1	0	1	0	0	0	0	4	4	0	1	3	0
New.ReferenceOTU5956	0	1	1	0	6	1	0	1	1	0	1	0	1	1	2	1	1	1	3	0
New.ReferenceOTU45484	3	0	3	1	11	0	0	0	0	0	0	0	0	0	0	2	0	1	1	0
New.ReferenceOTU3138	0	0	0	0	2	3	1	1	3	0	1	1	1	4	1	2	0	2	0	0
New.ReferenceOTU55373	4	3	6	0	5	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1
New.ReferenceOTU9988	0	0	3	5	5	1	1	2	0	0	0	0	0	0	0	3	1	0	0	1
New.ReferenceOTU36438	1	0	1	0	11	0	0	1	0	1	1	0	0	1	0	0	3	0	1	1
New.ReferenceOTU54010	0	0	1	1	0	9	5	1	1	1	1	1	0	1	0	0	0	0	0	0
985179	0	0	0	1	1	0	2	0	1	4	1	0	0	0	3	3	0	3	1	1
818450	0	3	0	0	0	1	0	2	3	0	0	4	3	2	0	0	0	0	0	3
New.ReferenceOTU47221	0	0	1	2	0	1	0	0	5	0	2	0	3	1	0	1	1	4	0	0
New.ReferenceOTU56503	0	0	0	0	0	1	3	0	3	7	3	0	0	2	0	0	0	1	1	0
New.ReferenceOTU26655	0	0	0	12	0	3	1	1	1	0	0	0	0	0	1	0	0	0	1	1
4340506	2	1	2	1	1	1	2	0	4	0	0	0	1	0	0	0	0	2	1	3
New.ReferenceOTU32248	1	0	0	1	0	3	2	7	1	1	1	0	0	0	2	0	0	0	2	0
New.ReferenceOTU32488	0	0	2	1	3	1	0	0	0	2	0	0	0	0	1	3	0	1	3	4
New.ReferenceOTU47262	11	3	2	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	0	1
836386	0	0	1	0	2	0	1	0	0	1	1	1	2	2	0	5	0	0	1	4
New.ReferenceOTU26360	0	0	0	1	0	1	1	0	3	6	1	3	0	0	1	0	0	0	3	1
New.ReferenceOTU42974	4	3	0	0	1	1	2	0	2	0	3	0	0	1	1	0	1	0	1	1
New.ReferenceOTU30462	0	0	0	3	0	0	3	7	3	3	0	1	0	0	0	1	0	0	0	0
New.ReferenceOTU24366	0	0	0	4	1	9	1	3	0	2	0	0	0	0	0	1	0	0	0	0
New.ReferenceOTU10833	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	2	0	0	9	6
New.ReferenceOTU14740	4	0	0	1	2	3	1	2	0	0	1	0	0	0	5	2	0	0	0	0
146554	7	2	1	0	1	0	0	1	2	0	0	2	5	0	0	0	0	0	0	0
New.ReferenceOTU4168	0	0	0	0	0	0	2	6	1	0	4	1	0	0	0	0	1	1	5	0
New.ReferenceOTU24604	0	0	0	2	0	6	1	2	3	1	5	0	1	0	0	0	0	0	0	0
4470114	11	5	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	1	1
New.ReferenceOTU42196	0	0	2	1	5	1	0	1	0	0	1	0	0	0	0	2	0	0	4	4
610655	4	8	2	0	1	0	0	1	1	0	1	2	0	0	1	0	0	0	0	0
New.ReferenceOTU56090	0	0	0	0	0	2	1	1	1	0	0	3	2	0	0	1	8	1	0	1
New.ReferenceOTU23564	0	0	0	4	0	0	2	3	1	3	2	3	2	0	1	0	0	0	0	0
561647	0	0	0	2	0	0	1	1	3	0	0	3	5	3	0	1	1	1	0	0
New.ReferenceOTU33327	0	0	0	3	0	2	1	3	0	0	0	9	3	0	0	0	0	0	0	0
New.ReferenceOTU21550	0	0	0	1	2	0	3	3	0	2	0	2	0	0	1	0	1	2	2	2
New.ReferenceOTU53718	0	0	1	0	0	0	0	0	2	1	1	1	1	3	2	0	1	2	4	2
1108643	0	0	1	1	2	2	1	3	0	4	3	0	0	0	1	1	0	0	1	0
341702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	18	0	0	0	0
New.ReferenceOTU39866	0	0	0	1	0	2	2	0	1	1	0	0	0	0	5	0	4	1	2	1
New.ReferenceOTU49805	0	0	0	1	0	7	2	3	1	0	0	0	0	0	1	0	1	0	0	4
New.ReferenceOTU17139	0	0	0	15	0	0	0	0	0	0	0	0	0	1	2	1	0	0	1	0
1021754	0	4	0	0	0	0	0	0	3	0	0	0	0	3	1	6	2	1	0	0
New.ReferenceOTU16703	0	0	0	4	0	3	1	1	1	0	1	0	0	0	9	0	0	0	0	0
81611	0	0	0	2	0	4	3	3	1	1	0	1	1	0	0	0	1	0	2	1
New.ReferenceOTU29658	0	0	1	3	1	0	0	0	0	3	1	0	1	0	1	4	0	0	2	3
New.ReferenceOTU41530	0	0	0	1	0	2	2	4	4	0	2	0	0	0	1	0	2	0	2	0
1121574	3	6	2	0	4	0	0	0	0	0	1	0	1	0	2	0	0	1	0	0
728991	0	2	0	1	1	1	0	0	0	0	3	0	7	1	1	0	1	0	0	2
New.ReferenceOTU43370	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	8	8
New.ReferenceOTU437	0	0	0	0	0	0	0	4	8	0	3	4	1	0	0	0	0	0	0	0
4353264	2	0	0	1	1	2	5	1	4	2	0	0	0	0	0	1	0	0	1	0
4475690	0	0	0	0	0	0	4	6	1	3	0	0	0	2	0	2	0	0	1	1
148878	0	2	0	0	0	0	1	0	0	0	0	1	0	0	3	1	3	0	3	6
186772	2	1	0	2	0	0	3	0	2	1	1	1	6	0	0	0	0	0	1	0
New.ReferenceOTU12984	0	0	0	7	0	1	0	0	0	7	1	0	0	0	0	2	0	0	1	1
New.ReferenceOTU57760	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	7	0	1	4	7
104164	4	0	7	0	2	0	2	0	0	1	0	1	0	1	1	1	0	0	0	0
167215	5	0	0	0	0	0	1	0	0	0	1	0	2	2	1	6	0	1	0	1
New.ReferenceOTU50491	1	0	0	2	0	1	0	0	0	1	1	0	0	0	0	1	0	0	5	8
4407305	1	1	1	2	1	0	0	0	6	0	0	0	2	0	0	3	0	0	2	1
New.ReferenceOTU7140	0	0	0	9	0	2	0	2	3	0	2	0	0	0	1	0	0	1	0	0
304787	0	0	2	2	3	1	1	2	1	2	1	0	0	0	3	1	0	0	1	0
New.ReferenceOTU56238	0	0	1	0	0	0	0	1	1	3	9	0	0	1	0	0	1	0	2	1
New.ReferenceOTU4126	0	0	0	1	0	8	1	2	2	1	1	2	0	1	0	1	0	0	0	0
1092802	0	1	1	3	0	0	0	0	6	2	1	3	2	1	0	0	0	0	0	0
New.ReferenceOTU39355	0	1	2	0	0	0	0	4	2	1	0	0	0	0	0	0	0	1	2	6
179208	0	0	2	0	0	0	0	0	4	2	0	0	3	1	0	3	2	1	0	1
783508	2	1	2	0	2	0	0	1	1	0	0	0	0	2	0	0	0	0	0	8
661793	0	0	0	0	0	4	3	3	0	0	2	1	0	2	0	0	0	2	1	1
731367	5	3	0	0	0	0	2	0	0	0	0	1	3	0	0	3	0	0	0	2
828483	0	1	2	0	1	1	1	0	0	2	1	0	0	2	0	0	1	0	2	5
533002	7	1	1	1	3	1	0	1	0	0	1	2	0	1	0	0	0	0	0	0
New.ReferenceOTU7548	0	0	0	0	0	1	3	3	1	1	1	3	0	0	3	0	1	1	1	0
New.ReferenceOTU51913	0	0	1	0	1	0	0	0	0	1	1	0	0	0	0	3	0	0	10	2
New.ReferenceOTU7691	0	0	0	0	0	1	4	2	7	1	0	2	0	0	1	0	0	0	1	0
4414053	0	0	0	11	0	0	0	0	0	0	0	0	0	0	2	5	0	1	0	0
New.ReferenceOTU46579	0	0	2	0	0	0	0	1	1	0	1	0	0	0	1	0	2	1	5	5
New.ReferenceOTU2911	0	1	2	1	0	3	2	0	1	2	1	1	0	1	0	1	3	0	0	0
255671	3	1	0	1	0	0	0	0	3	0	0	0	2	3	1	0	0	4	1	0
New.ReferenceOTU1126	3	3	4	0	3	0	1	0	0	0	0	0	1	0	0	1	0	0	1	2
New.ReferenceOTU51799	0	0	0	0	0	2	2	1	2	0	0	5	4	0	2	1	0	0	0	0
New.ReferenceOTU45407	0	0	0	1	0	5	2	0	1	0	0	1	2	0	0	3	0	2	2	0
370788	1	0	0	3	0	1	0	0	2	1	2	0	5	0	2	0	0	2	0	0
1104963	4	0	2	3	4	0	0	0	3	1	1	0	0	0	1	0	0	0	0	0
New.ReferenceOTU12026	0	0	0	0	0	3	1	8	0	6	1	0	0	0	0	0	0	0	0	0
4456104	0	0	0	0	0	9	1	1	2	1	0	0	1	0	0	0	0	3	0	1
New.ReferenceOTU45215	0	0	0	1	2	1	2	0	2	3	5	0	0	0	1	0	0	0	0	2
New.ReferenceOTU18647	0	0	0	2	0	2	1	5	0	1	0	0	0	0	0	1	0	0	4	3
New.ReferenceOTU35579	0	2	1	4	1	0	1	0	2	0	0	2	0	0	4	0	1	1	0	0
2272791	8	0	4	0	2	1	0	0	0	0	0	1	1	0	1	1	0	0	0	0
4459929	0	0	0	1	0	0	2	3	3	0	1	2	0	0	0	0	3	1	0	2
566578	0	0	0	1	0	5	2	2	1	0	1	0	0	1	1	0	0	2	2	0
89388	0	0	1	6	1	1	0	0	3	3	1	0	0	1	0	1	0	0	0	0
199962	1	0	0	6	3	0	0	1	0	1	2	0	0	1	0	0	0	0	2	1
815406	0	2	0	0	2	2	0	0	1	2	4	1	0	0	1	0	0	1	0	2
511723	0	0	0	0	0	0	0	2	5	0	2	1	0	1	1	0	0	1	5	0
351352	0	0	0	2	0	0	0	0	1	3	0	0	1	0	0	0	1	0	9	1
850642	0	0	0	2	1	1	0	0	0	0	2	0	1	2	3	2	0	1	1	2
4423027	2	0	3	4	0	0	1	2	0	2	0	0	0	1	0	0	0	0	0	3
145278	4	0	2	1	1	0	1	0	2	0	0	0	0	3	1	1	0	1	1	0
804948	0	0	0	1	6	0	0	0	0	0	0	0	0	0	0	0	1	0	0	10
805785	0	0	1	12	2	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0
New.ReferenceOTU41739	0	0	0	0	0	2	3	5	4	0	1	0	0	0	0	0	0	0	3	0
667312	0	0	0	4	0	2	0	0	3	1	1	0	0	0	0	0	1	1	2	3
New.ReferenceOTU29432	0	0	0	0	1	1	0	0	0	2	0	0	0	0	0	6	1	0	4	3
New.ReferenceOTU50266	0	0	1	1	0	3	0	0	5	0	2	1	0	1	0	0	1	0	2	1
4375292	0	0	0	1	0	0	1	0	1	1	0	8	0	0	0	1	0	0	5	0
1105693	0	0	0	1	1	0	0	0	2	0	3	0	0	1	1	0	2	1	4	2
3563235	1	0	0	0	0	2	4	0	0	1	0	0	4	0	0	4	0	0	0	2
New.ReferenceOTU38537	0	0	0	1	0	2	0	1	0	1	3	2	0	2	2	1	0	1	2	0
New.ReferenceOTU13118	0	0	0	0	0	10	2	4	1	1	0	0	0	0	0	0	0	0	0	0
New.ReferenceOTU54925	0	0	2	0	0	3	2	0	2	1	1	0	0	0	5	1	0	0	1	0
New.ReferenceOTU35179	0	0	0	2	0	3	1	1	1	0	0	0	0	1	1	1	0	2	3	2
New.ReferenceOTU20415	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	3	10	2	0	0
New.ReferenceOTU6276	0	0	0	1	0	1	4	3	0	1	0	3	1	0	0	2	1	1	0	0
New.ReferenceOTU47921	2	2	3	0	8	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2
179482	7	0	0	0	1	1	0	0	1	0	0	2	2	0	0	1	0	1	0	2
4338644	1	7	5	1	2	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
New.ReferenceOTU58692	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	1	8	6
New.ReferenceOTU27899	0	0	0	0	0	1	0	1	3	0	0	1	5	0	2	0	2	1	1	1
1126359	0	1	1	0	1	0	0	0	0	0	0	1	0	7	0	0	0	0	3	3
104281	0	3	1	0	0	0	0	3	1	1	0	3	3	0	0	0	2	0	0	0
100208	1	0	1	0	1	1	1	3	0	1	2	2	0	0	2	0	0	0	2	0
New.ReferenceOTU36181	0	0	0	0	0	0	0	0	1	0	0	0	0	0	8	4	1	2	0	1
New.ReferenceOTU36053	0	0	0	1	0	2	1	1	3	2	0	0	0	0	0	3	0	0	4	0
4423750	0	0	0	0	1	0	1	1	0	0	1	0	1	5	1	1	2	1	1	1
1134918	0	1	0	0	1	0	0	0	1	0	0	1	0	0	1	7	1	3	0	1
1124681	0	0	0	0	1	1	1	1	1	0	1	3	2	1	1	1	2	0	1	0
843003	0	3	0	0	0	0	0	0	1	0	0	1	0	0	3	0	0	1	3	5
565090	1	2	6	1	1	0	0	0	1	0	0	0	0	2	3	0	0	0	0	0
1645783	0	0	0	9	0	2	0	1	0	0	0	0	0	0	1	0	0	0	1	3
New.ReferenceOTU52442	2	0	0	0	1	0	0	0	0	2	2	0	0	0	6	0	1	0	2	1
New.ReferenceOTU10618	0	1	7	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2
New.ReferenceOTU25850	0	11	0	4	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
160895	1	0	1	1	3	0	1	1	1	0	1	0	0	0	1	0	0	0	1	5
New.ReferenceOTU22508	0	0	2	0	1	1	3	0	0	3	1	0	2	1	0	1	0	0	0	2
290240	5	1	5	1	3	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
New.ReferenceOTU49386	0	8	1	5	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0
New.ReferenceOTU54729	5	0	2	1	1	1	0	0	0	0	0	0	0	0	7	0	0	0	0	0
4429445	0	4	1	2	1	0	0	1	3	0	1	1	0	0	1	0	0	0	0	2
233959	0	0	0	2	0	1	1	6	2	1	0	0	0	0	1	3	0	0	0	0
551250	3	0	2	5	2	0	0	1	0	0	0	3	0	0	0	1	0	0	0	0
331274	0	0	0	1	0	2	3	4	2	0	1	2	1	0	1	0	0	0	0	0
179930	11	0	2	0	2	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
New.ReferenceOTU6584	0	0	0	0	0	4	0	1	0	6	1	0	0	0	0	2	0	1	0	2
New.ReferenceOTU6403	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	13	1	1
New.ReferenceOTU30429	6	4	1	0	2	0	1	0	0	0	0	0	0	0	1	0	0	0	2	0
2921213	1	0	0	0	0	0	2	0	0	0	0	7	2	0	0	4	0	0	0	1
New.ReferenceOTU4102	0	0	0	1	0	0	0	1	1	0	0	1	0	1	1	0	4	3	2	1
254888	0	3	0	1	1	1	0	0	5	0	2	1	1	1	0	0	0	0	0	0
4377483	0	0	0	2	2	3	1	1	2	3	1	0	0	0	0	0	0	0	1	0
1141660	5	2	1	0	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0	4
New.ReferenceOTU49206	0	0	0	1	0	3	2	4	1	0	0	0	0	1	1	0	0	0	2	1
680006	0	0	0	0	0	2	4	2	4	2	0	1	0	0	0	0	0	0	1	0
4335861	0	0	0	6	0	1	0	1	0	2	1	0	0	0	2	1	0	0	1	1
New.ReferenceOTU3048	0	0	0	1	1	0	0	3	1	3	0	0	0	0	3	1	0	0	3	0
New.ReferenceOTU56217	0	0	0	1	0	0	1	6	0	0	5	1	0	0	0	0	0	0	2	0
133044	1	0	2	1	0	1	0	2	0	1	2	2	1	1	0	2	0	0	0	0
4303191	0	2	2	1	2	0	0	0	0	0	0	0	0	0	0	3	1	1	2	2
326482	2	0	0	1	1	2	1	0	0	0	1	4	2	0	0	0	0	0	1	1
2602828	1	1	0	9	0	1	1	0	0	1	1	0	0	0	1	0	0	0	0	0
4330602	0	0	0	3	0	2	2	1	0	1	0	0	1	0	1	3	0	1	0	1
New.ReferenceOTU31017	0	0	3	1	0	3	0	2	0	3	1	1	0	0	0	0	2	0	0	0
New.ReferenceOTU26629	2	0	0	4	0	0	0	0	2	0	0	1	1	0	0	1	0	2	0	3
New.ReferenceOTU4182	0	0	0	0	0	0	1	1	3	2	1	0	0	1	1	0	2	0	2	2
3700608	1	1	0	1	2	2	0	1	2	1	1	0	0	0	2	1	0	0	1	0
New.ReferenceOTU16234	2	2	0	1	0	1	2	0	4	0	0	1	2	0	0	0	0	1	0	0
3546343	5	1	3	0	3	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0
New.ReferenceOTU4525	0	0	1	0	0	0	0	0	0	0	2	0	0	1	0	8	0	0	2	2
